weather system,date,heightAboveMSL,Regions
Monsoon Trough with Extension and Tilt,2023-07-09,1.5 km,"West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Offshore Trough,2023-07-09,Surface,Konkan & Goa ; Coastal Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2023-07-09,3.1 km,West Rajasthan ; East Rajasthan
Western Disturbances (WD),2023-07-09,3.1 km to 9.5 km,along Lat. 35°N/ Long. 68°E to Lat. 23°N/ Long. 65°E
Monsoon Trough with Extension and Tilt,2023-07-10,3.1 km,"West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Offshore Trough,2023-07-10,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Low Pressure (L) with associated CYCIR,2023-07-10,4.5 km,East Rajasthan
Western Disturbances (WD),2023-07-10,5.1 km to 9.5 km,along Lat. 37°N / Long. 71°E to Lat. 24°N / Long. 66°E
Cyclonic Circulation (CYCIR),2023-07-10,5.8 km,SW Bay ; Tamil Nadu & Puducherry
Monsoon Trough with Extension and Tilt,2023-07-11,Surface,West Rajasthan ; East Rajasthan ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Arunachal Pradesh
Offshore Trough,2023-07-11,Surface,Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),2023-07-11,5.8 km,East Rajasthan ; West Madhya Pradesh
Western Disturbances (WD),2023-07-11,3.1 km to 9.5 km,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2023-07-11,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2023-07-11,4.5 km to 7.6 km,SW Bay
Monsoon Trough with Extension and Tilt,2023-07-12,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2023-07-12,3.1 km,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2023-07-12,3.1 km,West Uttar Pradesh ; East Uttar Pradesh
Western Disturbances (WD),2023-07-12,3.1 km to 7.6 km,Long. 77°E to the north of Lat. 28°N
Cyclonic Circulation (CYCIR),2023-07-12,4.5 km to 7.6 km,WC Bay ; SW Bay
Cyclonic Circulation (CYCIR),2023-07-13,3.1 km,West Uttar Pradesh ; East Uttar Pradesh
Trough,2023-07-13,2.1 km to 3.1 km,West Uttar Pradesh ; East Uttar Pradesh ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2023-07-13,4.5 km to 7.6 km,WC Bay ; SW Bay
Western Disturbances (WD),2023-07-13,5.8 km,roughly Long. 77°E to the north of Lat. 28°N
Monsoon Trough with Extension and Tilt,2023-07-14,Surface,"West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),2023-07-14,4.5 km to 9.5 km,Central Pakistan
Cyclonic Circulation (CYCIR),2023-07-14,1.5 km,East Uttar Pradesh ; West Uttar Pradesh
Offshore Trough,2023-07-14,Surface,Madhya Maharashtra ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),2023-07-14,3.1 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2023-07-14,3.1 km,Gujarat Region
Cyclonic Circulation (CYCIR),2023-07-14,5.8 km to 7.6 km,Coastal Andhra Pradesh
Monsoon Trough with Extension and Tilt,2023-07-15,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay"
Cyclonic Circulation (CYCIR),2023-07-15,5.8 km,NW Bay ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),2023-07-15,3.1 km to 7.6 km,North pakistan ; Punjab
Cyclonic Circulation (CYCIR),2023-07-15,5.8 km,Gujrat Region
Monsoon Trough with Extension and Tilt,2023-07-16,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; Gangetic West Bengal ; EC Bay"
Western Disturbances (WD),2023-07-16,5.8 km,North pakistan ; Jammu & Kashmir
Westerly Trough,2023-07-16,7.6 km,Central Pakistan ; North Pakistan ; West Pakistan
Monsoon Trough with Extension and Tilt,2023-07-17,1.5 km,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay
Cyclonic Circulation (CYCIR),2023-07-17,7.6 km,Jharkhand
Western Disturbances (WD),2023-07-17,5.8 km,Central Pakistan ; Punjab
Cyclonic Circulation (CYCIR),2023-07-18,7.6 km,NW Bay ; Odisha
Cyclonic Circulation (CYCIR),2023-07-18,1.5 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2023-07-18,0.9 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2023-07-18,3.1 km,"Haryana, Chandigarh & Delhi"
Monsoon Trough with Extension and Tilt,2023-07-19,2.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay
Cyclonic Circulation (CYCIR),2023-07-19,7.6 km,NW Bay ; WC Bay ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),2023-07-19,1.5 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2023-07-19,3.1 km,Punjab
Monsoon Trough with Extension and Tilt,2023-07-20,2.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; NW Bay ; Odisha ; EC Bay
Low Pressure (L) with associated CYCIR,2023-07-20,7.6 km,NW Bay ; Odisha
Western Disturbances (WD),2023-07-20,5.8 km,Iran
Monsoon Trough with Extension and Tilt,2023-07-21,2.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; EC Bay
Low Pressure (L) with associated CYCIR,2023-07-21,7.6 km,Odisha ; Coastal Andhra Pradesh ; NW Bay ; WC Bay
Cyclonic Circulation (CYCIR),2023-07-21,2.1 km,Chhattisgarh
Western Disturbances (WD),2023-07-21,5.8 km,Iran
Monsoon Trough with Extension and Tilt,2023-07-22,2.1 km,West Rajasthan ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Odisha ; N Andaman Sea
Cyclonic Circulation (CYCIR),2023-07-22,4.5 km,Vidarbha ; Chhattisgarh
Cyclonic Circulation (CYCIR),2023-07-22,2.1 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2023-07-22,7.6 km,WC Bay ; NW Bay
Western Disturbances (WD),2023-07-22,5.8 km,West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2023-07-22,1.5 km,West Madhya Pradesh ; East Rajasthan ; Gujarat Region
Monsoon Trough with Extension and Tilt,2023-07-23,1.5 km,EC Bay
Cyclonic Circulation (CYCIR),2023-07-23,7.6 km,West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2023-07-23,3.1 km,Odisha
Western Disturbances (WD),2023-07-23,5.8 km,West Pakistan ; South Pakistan
Monsoon Trough with Extension and Tilt,2023-07-24,1.5 km,Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; EC Bay
Cyclonic Circulation (CYCIR),2023-07-24,3.1 km to 5.8 km,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2023-07-24,5.8 km to 7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),2023-07-24,3.1 km,Saurashtra & Kutch
Monsoon Trough with Extension and Tilt,2023-07-26,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; NW Bay ; WC Bay ; EC Bay ; Coastal Andhra Pradesh ; Odisha
Well Marked Low Pressure Area (WML) with associated CYCIR,2023-07-26,7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),2023-07-26,3.1 km,West Madhya Pradesh ; East Rajasthan
Western Disturbances (WD),2023-07-26,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Cyclonic Circulation (CYCIR),2023-07-26,3.1 km,West Rajasthan
Monsoon Trough with Extension and Tilt,2023-07-27,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; EC Bay
Low Pressure (L) with associated CYCIR,2023-07-27,7.6 km,Odisha ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2023-07-27,1.5 km to 3.1 km,Punjab
Western Disturbances (WD),2023-07-27,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Monsoon Trough with Extension and Tilt,2023-07-28,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay"
Cyclonic Circulation (CYCIR),2023-07-28,5.8 km,Odisha ; Gangetic West Bengal ; Jharkhand
Cyclonic Circulation (CYCIR),2023-07-28,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi"
Western Disturbances (WD),2023-07-28,5.8 km,West Pakistan
Trough,2023-07-28,1.5 km to 3.1 km,Odisha ; Gangetic West Bengal ; Jharkhand ; Assam & Meghalaya
Low Pressure (L) with associated CYCIR,2023-07-29,5.8 km,Odisha ; Gangetic West Bengal
Western Disturbances (WD),2023-07-29,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2023-07-29,1.5 km to 3.6 km,Punjab ; North pakistan
Low Pressure (L) with associated CYCIR,2023-07-30,7.6 km,NW Bay ; Odisha ; Gangetic West Bengal
Trough,2023-07-30,0.9 km to 3.1 km,Bihar ; NW Bay ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),2023-07-30,5.8 km,North Pakistan ; Jammu & Kashmir ; Punjab ; Central Pakistan ; Haryana
Monsoon Trough with Extension and Tilt,2023-07-31,Surface,EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,2023-07-31,9.5 km,NW Bay ; NE Bay ; WC Bay ; EC Bay
Western Disturbances (WD),2023-07-31,5.8 km,from Lat 38°N/ Long 74°E to the Lat 27°N /Long.62°E
Western Disturbances (WD),2023-08-01,5.8 km,from Lat 38°N/ Long 75°E to the Lat 27°N /Long.63°E/
Deep Depression (DD),2023-08-02,3.1 km,Gangetic West Bengal
Western Disturbances (WD),2023-08-02,7.6 km,North Pakistan
Cyclonic Circulation (CYCIR),2023-08-02,5.8 km,Jammu & Kashmir
Monsoon Trough with Extension and Tilt,2023-08-03,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Chhattisgarh ; Odisha ; NE Bay"
Western Disturbances (WD),2023-08-03,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan
Monsoon Trough with Extension and Tilt,2023-08-04,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; Himachal Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay"
Low Pressure (L) with associated CYCIR,2023-08-04,7.6 km,East Madhya Pradesh
Western Disturbances (WD),2023-08-04,5.8 km,Central Pakistan
Monsoon Trough with Extension and Tilt,2023-08-05,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh"
Low Pressure (L) with associated CYCIR,2023-08-05,7.6 km,East Madhya Pradesh
Western Disturbances (WD),2023-08-05,5.8 km,North pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2023-08-05,5.8 km,Gujarat Region ; Saurashtra & Kutch
Mean Sea Level Trough,2023-08-06,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2023-08-06,1.5 km,Bihar
Westerly Trough,2023-08-06,3.1 km,along Lat. 88°E to the north of 22°N
Monsoon Trough with Extension and Tilt,2023-08-07,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2023-08-07,0.9 km,Bangladesh
Trough,2023-08-07,1.5 km to 2.1 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2023-08-07,5.8 km,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2023-08-07,5.8 km,Gujarat Region
Cyclonic Circulation (CYCIR),2023-08-08,7.6 km,Bangladesh
Western Disturbances (WD),2023-08-08,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,2023-08-09,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2023-08-09,7.6 km,Bihar
Western Disturbances (WD),2023-08-09,5.8 km,Far West Pakistan ; West Pakistan
Western Disturbances (WD),2023-08-09,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,2023-08-11,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2023-08-11,3.1 km,East Uttar Pradesh ; Bihar
Western Disturbances (WD),2023-08-11,5.8 km,West Pakistan ; Central Pakistan
Trough,2023-08-11,1.5 km,Bihar ; Gangetic West Bengal ; NW Bay
Cyclonic Circulation (CYCIR),2023-08-11,5.8 km,Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),2023-08-11,4.5 km to 5.8 km,WC Bay ; Coastal Andhra Pradesh
Trough,2023-08-11,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Monsoon Trough with Extension and Tilt,2023-08-12,Surface,"East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),2023-08-12,5.8 km,North Pakistan
Trough,2023-08-12,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; NW Bay
Cyclonic Circulation (CYCIR),2023-08-12,4.5 km to 5.8 km,WC Bay ; Coastal Andhra Pradesh
Trough,2023-08-12,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Monsoon Trough with Extension and Tilt,2023-08-13,Surface,"East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),2023-08-13,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),2023-08-13,0.9 km,Bangladesh
Trough,2023-08-13,1.5 km to 3.1 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),2023-08-13,5.8 km,NW Bay
Monsoon Trough with Extension and Tilt,2023-08-14,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2023-08-14,5.8 km,Bangladesh
Western Disturbances (WD),2023-08-14,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2023-08-14,3.1 km to 5.8 km,West Madhya Pradesh
Trough,2023-08-14,0.9 km,South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),2023-08-15,3.1 km,Bangladesh
Western Disturbances (WD),2023-08-15,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),2023-08-15,3.1 km,West Uttar Pradesh
Trough,2023-08-15,0.9 km,South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),2023-08-15,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2023-08-15,1.5 km to 3.1 km,Comorin Area
Western Disturbances (WD),2023-08-16,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),2023-08-16,4.5 km to 7.6 km,NE Bay ; EC Bay
Cyclonic Circulation (CYCIR),2023-08-16,3.1 km to 5.8 km,West Uttar Pradesh
Trough,2023-08-16,0.9 km,South Interior Karnataka ; Comorin Area
Western Disturbances (WD),2023-08-16,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Western Disturbances (WD),2023-08-17,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2023-08-17,7.6 km,NW Bay
Trough,2023-08-17,3.1 km to 5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Himachal Pradesh
Low Pressure (L) with associated CYCIR,2023-08-18,7.6 km,NW Bay ; Gangetic West Bengal ; Odisha
Western Disturbances (WD),2023-08-18,5.8 km,North Pakistan
Cyclonic Circulation (CYCIR),2023-08-18,1.5 km,East Uttar Pradesh
Mean Sea Level Trough,2023-08-19,1.5 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NE Bay"
Low Pressure (L) with associated CYCIR,2023-08-19,5.8 km,Chhattisgarh
Cyclonic Circulation (CYCIR),2023-08-19,3.1 km,West Madhya Pradesh
Western Disturbances (WD),2023-08-19,5.8 km,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2023-08-19,1.5 km,Central Pakistan
Mean Sea Level Trough,2023-08-20,3.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay
Low Pressure (L) with associated CYCIR,2023-08-20,5.8 km,West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),2023-08-20,5.8 km,Far West Pakistan
Western Disturbances (WD),2023-08-20,5.8 km,North Pakistan ; Jammu & Kashmir
Monsoon Trough with Extension and Tilt,2023-08-21,1.5 km,"West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2023-08-21,4.5 km,West Madhya Pradesh
Western Disturbances (WD),2023-08-21,5.8 km,Far West Pakistan
Monsoon Trough with Extension and Tilt,2023-07-03,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay"
Cyclonic Circulation (CYCIR),2023-07-03,5.8 km,West Uttar Pradesh
Offshore Trough,2023-07-03,Surface,Madhya Maharashtra ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),2023-07-03,3.1 km to 5.8 km,SW Bay ; SE Bay
Trough,2023-07-03,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Chhattisgarh
Cyclonic Circulation (CYCIR),2023-07-03,2.1 km to 4.5 km,Gujarat Region
Monsoon Trough with Extension and Tilt,2023-07-07,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; EC Bay
Offshore Trough,2023-07-07,Surface,Gujarat Region ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),2023-07-07,5.8 km,Jharkhand
Western Disturbances (WD),2023-07-07,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),2023-07-07,1.5 km,West Rajasthan
Cyclonic Circulation (CYCIR),2023-07-07,2.1 km to 5.8 km,NE Arabian Sea ; Gujarat Region
