date,source_file,weather_system,region,height_km,pressure_level,status
2025-06-09,AIWS 20250609.docx,CYCIR,northwest uttar pradesh,0.9,,
2025-06-09,AIWS 20250609.docx,WD,,5.8,,
2025-06-09,AIWS 20250609.docx,CYCIR,southeast & adjoining eastcentral bay of bengal,0.0,,persisted
2025-06-09,AIWS 20250609.docx,Trough,interior karnataka between 3.1 & 4.5 km above msl.,0.0,,
2025-06-09,AIWS 20250609.docx,CYCIR,northwest bay of bengal,0.0,,lay over
2025-06-09,AIWS 20250609.docx,CYCIR,north chhattisgarh,1.5,,became less marked
2025-06-09,AIWS 20250609.docx,CYCIR,southeast himachal pradesh & adjoining uttarakhand,0.0,,became less marked
2025-06-09,AIWS 20250609.docx,CYCIR,central pakistan & neighbourhood,0.0,,became less marked
2025-06-09,AIWS 20250609.docx,Trough,along long. 89°e to the north of lat. 22°n,0.0,,
2025-06-09,AIWS 20250609.docx,CYCIR,east bangladesh & neighbourhood,0.0,,became less marked
2025-06-09,AIWS 20250609.docx,WD,ladakh & adjoining kashmir,0.0,,became less marked
2025-06-10,AIWS 20250610.docx,CYCIR,northwest uttar pradesh,0.9,,lay over
2025-06-10,AIWS 20250610.docx,Trough,along lat. 15°n over the indian region between 3.1 and 4.5 km above msl,0.0,,
2025-06-10,AIWS 20250610.docx,CYCIR,northwest bay of bengal,0.0,,lay over
2025-06-10,AIWS 20250610.docx,WD,,5.8,,
2025-06-10,AIWS 20250610.docx,CYCIR,north chhattisgarh,0.9,,lay over
2025-06-10,AIWS 20250610.docx,CYCIR,north pakistan & neighborhood off punjab,1.5,,lay over
2025-06-10,AIWS 20250610.docx,CYCIR,central parts of south uttar pradesh & neighborhood,1.5,,lay over
2025-06-10,AIWS 20250610.docx,CYCIR,southeast & adjoining eastcentral bay of bengal lay over central parts of bay of bengal between 5.8 & 7.6 km above msl.,0.0,,became less marked
2025-06-11,AIWS 20250611.docx,CYCIR,westcentral bay of bengal off north coastal,0.0,,extended
2025-06-11,AIWS 20250611.docx,CYCIR,"westcentral bay of bengal across madhya pradesh, chhattisgarh",0.9,,
2025-06-11,AIWS 20250611.docx,CYCIR,central parts of south uttar pradesh lay over southeast uttar pradesh & neighbourhood today morning.,0.0,,lay over
2025-06-11,AIWS 20250611.docx,CYCIR,over east uttar pradesh,0.0,,extended
2025-06-11,AIWS 20250611.docx,CYCIR,north haryana & chandigarh,0.9,,
2025-06-11,AIWS 20250611.docx,WD,,5.8,,
2025-06-11,AIWS 20250611.docx,CYCIR,along long. 58°e to the north of lat. 30°n and it is likely to affect northwest india from 13th june 2025,0.0,,
2025-06-11,AIWS 20250611.docx,CYCIR,north pakistan & neighborhood off punjab,0.0,,became less marked
2025-06-11,AIWS 20250611.docx,CYCIR,north chhattisgarh lay over east madhya pradesh,0.9,,became less marked
2025-06-11,AIWS 20250611.docx,CYCIR,north odisha & neighbourhood,0.0,,became less marked
2025-06-11,AIWS 20250611.docx,Trough,along lat. 15°n over the indian region,0.0,,became less marked
2025-06-11,AIWS 20250611.docx,CYCIR,northwest uttar pradesh,0.9,,became less marked
2025-06-12,AIWS 20250612.docx,CYCIR,punjab & neighbourhood,0.9,,lay over
2025-06-12,AIWS 20250612.docx,CYCIR,"haryana, west madhya pradesh",0.9,,
2025-06-12,AIWS 20250612.docx,CYCIR,west uttar pradesh & neighbourhood,1.5,,lay over
2025-06-12,AIWS 20250612.docx,CYCIR,west rajasthan & neighbourhood between 1.5 & 3.1 km above msl.,0.0,,lay over
2025-06-12,AIWS 20250612.docx,CYCIR,westcentral bay of bengal off north coastal,0.0,,extended
2025-06-12,AIWS 20250612.docx,CYCIR,"chhattisgarh, marathwada, interior karnataka between 3.1 km to 5.8 km above msl.",0.0,,
2025-06-12,AIWS 20250612.docx,WD,,5.8,,
2025-06-12,AIWS 20250612.docx,CYCIR,east uttar pradesh,0.0,,became less marked
2025-06-12,AIWS 20250612.docx,CYCIR,north haryana & chandigarh lay over haryana of yesterday evening.,0.0,,became less marked
2025-06-13,AIWS 20250613.docx,CYCIR,northwest rajasthan,0.9,,lay over
2025-06-13,AIWS 20250613.docx,CYCIR,northwest rajasthan to marathwada across madhya pradesh & vidarbha,0.9,,
2025-06-13,AIWS 20250613.docx,CYCIR,north coastal,0.0,,lay over
2025-06-13,AIWS 20250613.docx,CYCIR,north interior karnataka,0.0,,extended
2025-06-13,AIWS 20250613.docx,CYCIR,"southwest telangana, interior karnataka today morning.",0.0,,
2025-06-13,AIWS 20250613.docx,CYCIR,north interior karnataka & adjoining telangana & rayalaseema,3.1,,
2025-06-13,AIWS 20250613.docx,WD,,5.8,,
2025-06-13,AIWS 20250613.docx,CYCIR,punjab & neighbourhood,0.0,,became less marked
2025-06-13,AIWS 20250613.docx,CYCIR,west uttar pradesh & neighbourhood,0.0,,became less marked
2025-06-13,AIWS 20250613.docx,CYCIR,west rajasthan & neighbourhood,0.0,,became less marked
2025-06-14,AIWS 20250614.docx,CYCIR,northwest rajasthan lay over west rajasthan & adjoining pakistan,0.0,,extended
2025-06-14,AIWS 20250614.docx,CYCIR,northwest rajasthan to marathwada ran from the upper air cyclonic circulation over west rajasthan & adjoining pakistan to north madhya maharashtra across gujarat region,1.5,,
2025-06-14,AIWS 20250614.docx,CYCIR,north interior karnataka,0.0,,extended
2025-06-14,AIWS 20250614.docx,CYCIR,marathwada & neighbourhood to coastal,0.0,,
2025-06-14,AIWS 20250614.docx,WD,,5.8,,
2025-06-14,AIWS 20250614.docx,CYCIR,north odisha & neighbourhood between 3.1 & 5.8 km above msl.,0.0,,lay over
2025-06-14,AIWS 20250614.docx,CYCIR,westcentral bay of bengal off north coastal,5.8,,lay over
2025-06-14,AIWS 20250614.docx,CYCIR,south bangladesh & adjoining north bay of bengal,3.1,,lay over
2025-06-14,AIWS 20250614.docx,CYCIR,south bangladesh & adjoining north bay of bengal to south odisha,3.1,,
2025-06-14,AIWS 20250614.docx,CYCIR,central assam & neighbourhood,0.9,,lay over
2025-06-15,AIWS 20250615.docx,CYCIR,south bangladesh & adjoining north bay of bengal lay over northwest bay of bengal & neighbourhood between 3.1 & 7.6 km above msl.,0.0,,lay over
2025-06-15,AIWS 20250615.docx,CYCIR,westcentral bay of bengal off north coastal,5.8,,
2025-06-15,AIWS 20250615.docx,CYCIR,northwest bay of bengal & neighbourhood.,0.0,,merged
2025-06-15,AIWS 20250615.docx,CYCIR,marathwada lay over south madhya maharashtra & neighbourhood,0.0,,extended
2025-06-15,AIWS 20250615.docx,Trough,"chhattisgarh, jharkhand & gangetic west bengal",0.0,,extended
2025-06-15,AIWS 20250615.docx,CYCIR,central assam & neighbourhood,4.5,,persisted
2025-06-15,AIWS 20250615.docx,CYCIR,west rajasthan & adjoining pakistan lay over north rajasthan & neighbourhood,0.0,,extended
2025-06-15,AIWS 20250615.docx,CYCIR,west rajasthan & adjoining pakistan to north madhya maharashtra ran from the upper air cyclonic circulation over north rajasthan & neighbourhood to west madhya pradesh,1.5,,
2025-06-15,AIWS 20250615.docx,CYCIR,south himachal pradesh & adjoining north uttarakhand,1.5,,lay over
2025-06-15,AIWS 20250615.docx,CYCIR,east uttar pradesh & neighbourhood,0.9,,lay over
2025-06-15,AIWS 20250615.docx,WD,,5.8,,
2025-06-15,AIWS 20250615.docx,CYCIR,marathwada & neighbourhood to coastal,0.0,,became less marked
2025-06-15,AIWS 20250615.docx,CYCIR,south bangladesh & adjoining north bay of bengal to south odisha,0.0,,became less marked
2025-06-16,AIWS 20250616.docx,CYCIR,northwest bay of bengal & neighbourhood,0.0,,persisted
2025-06-16,AIWS 20250616.docx,CYCIR,north rajasthan lay over south punjab & neighbourhood,0.9,,lay over
2025-06-16,AIWS 20250616.docx,CYCIR,south himachal pradesh & adjoining north uttarakhand lay over northeast punjab & neighbourhood,3.1,,lay over
2025-06-16,AIWS 20250616.docx,WD,,5.8,,
2025-06-16,AIWS 20250616.docx,CYCIR,northeast assam & neighbourhood,0.0,,extended
2025-06-16,AIWS 20250616.docx,CYCIR,south madhya maharashtra & neighbourhood lay over central parts of konkan,0.0,,lay over
2025-06-16,AIWS 20250616.docx,CYCIR,south gujarat & neighbourhood,0.0,,extended
2025-06-16,AIWS 20250616.docx,Trough,"chhattisgarh, jharkhand & gangetic west bengal",0.0,,extended
2025-06-16,AIWS 20250616.docx,CYCIR,central assam & neighbourhood,0.0,,became less marked
2025-06-16,AIWS 20250616.docx,CYCIR,north rajasthan & neighbourhood to west madhya pradesh,0.0,,became less marked
2025-06-16,AIWS 20250616.docx,CYCIR,east uttar pradesh & neighbourhood,0.0,,became less marked
2025-06-17,AIWS 20250617.docx,CYCIR,"northwest bay of bengal & neighbourhood, a low pressure area formed over southwest bangladesh",0.0,,persisted
2025-06-17,AIWS 20250617.docx,CYCIR,,0.0,,
2025-06-17,AIWS 20250617.docx,CYCIR,gangetic west bengal & neighbourhood during next 24 hours.,0.0,,
2025-06-17,AIWS 20250617.docx,CYCIR,"south gujarat & neighbourhood, a low pressure area formed over gujarat & neighbourhood",0.0,,persisted
2025-06-17,AIWS 20250617.docx,CYCIR,gujarat region & neighbourhood to jharkhand across madhya pradesh & north chhattisgarh,0.9,,
2025-06-17,AIWS 20250617.docx,WD,,5.8,,
2025-06-17,AIWS 20250617.docx,CYCIR,northeast assam & neighbourhood extending upto 1.5 km above msl.,0.0,,
2025-06-17,AIWS 20250617.docx,CYCIR,south punjab & neighbourhood,0.0,,became less marked
2025-06-17,AIWS 20250617.docx,CYCIR,northeast punjab & neighbourhood,0.0,,became less marked
2025-06-18,AIWS 20250618.docx,,,0.0,,persisted
2025-06-18,AIWS 20250618.docx,CYCIR,,0.0,,extended
2025-06-18,AIWS 20250618.docx,,jharkhand during next 24 hours.,0.0,,
2025-06-18,AIWS 20250618.docx,,southeast rajasthan & neighbourhood,0.0,,lay over
2025-06-18,AIWS 20250618.docx,,central parts of rajasthan,0.0,,lay over
2025-06-18,AIWS 20250618.docx,CYCIR,central parts of rajasthan between 3.1 & 5.8 km above msl.,0.0,,
2025-06-18,AIWS 20250618.docx,WD,punjab & neighbourhood between 3.1,0.0,,
2025-06-18,AIWS 20250618.docx,Trough,"however, the trough aloft in middle tropospheric westerlies with its axis at 5.8 km above msl.",5.8,,
2025-06-18,AIWS 20250618.docx,CYCIR,central parts of uttar pradesh & neighbourhood between 3.1 & 5.8 km above msl.,0.0,,lay over
2025-06-18,AIWS 20250618.docx,CYCIR,southeast rajasthan & neighbourhood to jharkhand has become less marked.,0.0,,
2025-06-18,AIWS 20250618.docx,CYCIR,northeast assam & neighbourhood,0.0,,became less marked
2025-06-19,AIWS 20250619.docx,,,0.0,,persisted
2025-06-19,AIWS 20250619.docx,CYCIR,,0.0,,extended
2025-06-19,AIWS 20250619.docx,CYCIR,southwest rajasthan.,0.0,,lay over
2025-06-19,AIWS 20250619.docx,CYCIR,northeast rajasthan & neighbourhood,0.0,,lay over
2025-06-19,AIWS 20250619.docx,Trough,punjab ; north gujarat region ran from northwest uttar pradesh to northeast gujarat region,0.0,,
2025-06-19,AIWS 20250619.docx,CYCIR,northeast rajasthan & neighbourhood between 3.1 & 5.8 km above msl.,0.0,,
2025-06-19,AIWS 20250619.docx,CYCIR,"northeast rajasthan, north madhya pradesh",0.9,,
2025-06-19,AIWS 20250619.docx,Trough,north konkan coast ; north kerala coast,0.0,,
2025-06-19,AIWS 20250619.docx,WD,punjab & neighbourhood lay as a trough in middle tropospheric westerlies,5.8,,
2025-06-19,AIWS 20250619.docx,CYCIR,central parts of uttar pradesh & neighbourhood,0.0,,became less marked
2025-06-20,AIWS 20250620.docx,,south bihar & neighbourhood,0.0,,weakened
2025-06-20,AIWS 20250620.docx,CYCIR,,0.0,,extended
2025-06-20,AIWS 20250620.docx,CYCIR,northeast rajasthan & neighbourhood,3.1,,persisted
2025-06-20,AIWS 20250620.docx,CYCIR,"northeast rajasthan, north madhya pradesh",0.0,,
2025-06-20,AIWS 20250620.docx,CYCIR,"northeast rajasthan & neighbourhood, south uttar pradesh",0.0,,
2025-06-20,AIWS 20250620.docx,CYCIR,southwest rajasthan,0.0,,became less marked
2025-06-20,AIWS 20250620.docx,Trough,north konkan coast ; north kerala coast,0.0,,became less marked
2025-06-21,AIWS 20250621.docx,,,0.0,,weakened
2025-06-21,AIWS 20250621.docx,CYCIR,,0.0,,extended
2025-06-21,AIWS 20250621.docx,CYCIR,northeast rajasthan & neighbourhood,0.0,,persisted
2025-06-21,AIWS 20250621.docx,CYCIR,southwest bihar,3.1,,
2025-06-21,AIWS 20250621.docx,CYCIR,"central assam across northwest rajasthan, cyclonic circulation over northeast rajasthan, north madhya pradesh, cyclonic circulation associated",1.5,,
2025-06-21,AIWS 20250621.docx,CYCIR,central parts of assam,1.5,,lay over
2025-06-22,AIWS 20250622.docx,,central parts of south uttar pradesh,0.0,,lay over
2025-06-22,AIWS 20250622.docx,CYCIR,,0.0,,extended
2025-06-22,AIWS 20250622.docx,CYCIR,bangladesh,4.5,,
2025-06-22,AIWS 20250622.docx,CYCIR,central assam,1.5,,
2025-06-22,AIWS 20250622.docx,Trough,south gujarat region ; northeast bangladesh,3.1,,
2025-06-22,AIWS 20250622.docx,Trough,merged with the above trough.,0.0,,merged
2025-06-22,AIWS 20250622.docx,CYCIR,northeast assam & neighbourhood,0.9,,lay over
2025-06-22,AIWS 20250622.docx,CYCIR,gangetic west bengal & neighbourhood around 25th june.,0.0,,
2025-06-22,AIWS 20250622.docx,CYCIR,northeast rajasthan & neighbourhood,0.0,,became less marked
2025-06-22,AIWS 20250622.docx,CYCIR,central parts of assam,0.0,,became less marked
2025-06-23,AIWS 20250623.docx,CYCIR,southeast uttar pradesh & neighbourhood,0.0,,lay over
2025-06-23,AIWS 20250623.docx,CYCIR,central parts of south uttar pradesh,0.0,,extended
2025-06-23,AIWS 20250623.docx,CYCIR,"central parts of south uttar pradesh to northwest bay of bengal across northeast madhya pradesh, jharkhand & north odisha",0.0,,
2025-06-23,AIWS 20250623.docx,Trough,along long. 87°e to the north of lat. 21°n,3.1,,
2025-06-23,AIWS 20250623.docx,CYCIR,saurashtra & kutch,3.1,,lay over
2025-06-23,AIWS 20250623.docx,CYCIR,northeast assam & neighbourhood,0.0,,persisted
2025-06-23,AIWS 20250623.docx,CYCIR,westcentral,0.0,,lay over
2025-06-23,AIWS 20250623.docx,CYCIR,bangladesh,3.1,,became less marked
2025-06-24,AIWS 20250624.docx,CYCIR,central parts of south uttar pradesh extending upto 5.8 km above msl tilting southwards,0.0,,persisted
2025-06-24,AIWS 20250624.docx,CYCIR,"central parts of south uttar pradesh to northwest bay of bengal across northeast madhya pradesh, jharkhand & north odisha extending upto 1.5 km above msl.",0.0,,
2025-06-24,AIWS 20250624.docx,CYCIR,central parts of south uttar pradesh,0.9,,
2025-06-24,AIWS 20250624.docx,CYCIR,south jharkhand & neighbourhood between 3.1,0.0,,lay over
2025-06-24,AIWS 20250624.docx,CYCIR,south jharkhand & neighbourhood,3.1,,
2025-06-24,AIWS 20250624.docx,CYCIR,northeast assam & neighbourhood lay over central assam & neighbourhood,0.9,,lay over
2025-06-24,AIWS 20250624.docx,CYCIR,westcentral,0.0,,became less marked
2025-06-24,AIWS 20250624.docx,Trough,along long. 87°e to the north of lat. 21°n,0.0,,became less marked
2025-06-25,AIWS 20250625.docx,CYCIR,central parts of south uttar pradesh lay over central parts of northeast madhya pradesh of today morning.,0.0,,persisted
2025-06-25,AIWS 20250625.docx,CYCIR,northwest bay of bengal,0.0,,persisted
2025-06-25,AIWS 20250625.docx,CYCIR,south jharkhand & neighbourhood ran from northeast arabian sea to the cyclonic circulation over northwest bay of bengal,0.0,,
2025-06-25,AIWS 20250625.docx,CYCIR,"northeast madhya pradesh across south gujarat, north madhya maharashtra",0.0,,extended
2025-06-25,AIWS 20250625.docx,CYCIR,central assam & neighbourhood,0.0,,became less marked
2025-06-25,AIWS 20250625.docx,CYCIR,central parts of south uttar pradesh,0.0,,became less marked
2025-06-25,AIWS 20250625.docx,CYCIR,south jharkhand & neighbourhood,0.0,,became less marked
2025-06-25,AIWS 20250625.docx,CYCIR,"northwest bay of bengal adjoining north odisha-west bengal coasts across northern parts of rajasthan, cyclonic circulation over central parts of northeast madhya pradesh, north chhattisgarh",0.0,,became less marked
2025-06-26,AIWS 20250626.docx,CYCIR,northwest bay of bengal,0.0,,
2025-06-26,AIWS 20250626.docx,CYCIR,north odisha,0.0,,
2025-06-26,AIWS 20250626.docx,CYCIR,northeast madhya pradesh ran from northeast arabian sea to low pressure area over northwest bay of bengal,0.0,,extended
2025-06-26,AIWS 20250626.docx,CYCIR,central parts of northeast madhya pradesh,0.9,,persisted
2025-06-27,AIWS 20250627.docx,CYCIR,southwest rajasthan of today morning.,0.0,,persisted
2025-06-27,AIWS 20250627.docx,CYCIR,"southwest rajasthan to bangladesh across east rajasthan, north madhya pradesh, north jharkhand, gangetic west bengal",0.0,,extended
2025-06-27,AIWS 20250627.docx,CYCIR,northwest bay of bengal,0.0,,became less marked
2025-06-27,AIWS 20250627.docx,CYCIR,,0.0,,merged
2025-06-27,AIWS 20250627.docx,Trough,"south gujarat, northern parts of madhya maharashtra, vidarbha, chhattisgarh between 4.5 & 5.8 km above msl.",0.0,,
2025-06-27,AIWS 20250627.docx,Trough,merged with the above-mentioned trough.,0.0,,merged
2025-06-27,AIWS 20250627.docx,CYCIR,north bay of bengal,0.0,,
2025-06-27,AIWS 20250627.docx,CYCIR,northeast madhya pradesh,0.9,,
2025-06-28,AIWS 20250628.docx,CYCIR,saurashtra & kutch & adjoining northeast arabian sea,0.0,,extended
2025-06-28,AIWS 20250628.docx,CYCIR,"saurashtra & kutch & adjoining northeast arabian sea, a low-pressure area formed over saurashtra & kutch",0.0,,
2025-06-28,AIWS 20250628.docx,CYCIR,,0.0,,extended
2025-06-28,AIWS 20250628.docx,CYCIR,southwest bangladesh & adjoining gangetic west bengal,0.0,,persisted
2025-06-28,AIWS 20250628.docx,CYCIR,gangetic west bengal,0.0,,
2025-06-28,AIWS 20250628.docx,CYCIR,central parts of south uttar pradesh,0.0,,extended
2025-06-28,AIWS 20250628.docx,CYCIR,"southwest rajasthan to bangladesh now ran from the upper air cyclonic circulation over southwest bangladesh & adjoining gangetic west bengal to northeast madhya pradesh across jharkhand, north chhatti",4.5,,
2025-06-28,AIWS 20250628.docx,CYCIR,northeast assam,0.9,,lay over
2025-06-28,AIWS 20250628.docx,CYCIR,southwest rajasthan,0.0,,extended
2025-06-29,AIWS 20250629.docx,,,0.0,,persisted
2025-06-29,AIWS 20250629.docx,CYCIR,southwest bangladesh,0.0,,
2025-06-29,AIWS 20250629.docx,CYCIR,,0.0,,extended
2025-06-29,AIWS 20250629.docx,,"north odisha, gangetic west bengal & jharkhand during next 2 days.",0.0,,became less marked
2025-06-29,AIWS 20250629.docx,Trough,northwest bay of bengal,0.0,,
2025-06-29,AIWS 20250629.docx,CYCIR,south rajasthan & adjoining north gujarat to the cyclonic circulation associated,0.0,,
2025-06-29,AIWS 20250629.docx,CYCIR,north haryana & neighbourhood,0.0,,extended
2025-06-29,AIWS 20250629.docx,CYCIR,central parts of south uttar pradesh,1.5,,persisted
2025-06-29,AIWS 20250629.docx,CYCIR,south rajasthan & adjoining north gujarat,0.0,,extended
2025-06-29,AIWS 20250629.docx,CYCIR,central parts of north arabian sea,0.0,,extended
2025-06-29,AIWS 20250629.docx,CYCIR,northeast assam,0.9,,
2025-06-30,AIWS 20250630.docx,CYCIR,,0.0,,extended
2025-06-30,AIWS 20250630.docx,CYCIR,"north odisha, gangetic west bengal & jharkhand during next 2 days.",0.0,,
2025-06-30,AIWS 20250630.docx,Trough,coastal gangetic west bengal & neighbourhood,0.0,,
2025-06-30,AIWS 20250630.docx,CYCIR,"coastal gangetic west bengal & neighbourhood across southeast uttar pradesh, jharkhand,",0.0,,extended
2025-06-30,AIWS 20250630.docx,CYCIR,central parts of south uttar pradesh merged,0.0,,merged
2025-06-30,AIWS 20250630.docx,CYCIR,south rajasthan & adjoining north gujarat,3.1,,persisted
2025-06-30,AIWS 20250630.docx,CYCIR,south rajasthan & adjoining north gujarat to the cyclonic circulation associated,0.0,,became less marked
2025-06-30,AIWS 20250630.docx,CYCIR,north haryana & neighbourhood,0.0,,became less marked
2025-06-30,AIWS 20250630.docx,CYCIR,central parts of north arabian sea,0.0,,became less marked
