date,source_file,weather_system,region,height_km,pressure_level,status
2026-05-05,AIWS 20260505.docx,Trough,along long. 72°e to the north of lat. 28°n,5.8,,
2026-05-05,AIWS 20260505.docx,CYCIR,haryana & neighbourhood,1.5,,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,southeast rajasthan & neighbourhood and extended upto 1,1.5,,extended
2026-05-05,AIWS 20260505.docx,CYCIR,central parts of east uttar pradesh,0.9,,lay over
2026-05-05,AIWS 20260505.docx,CYCIR,east madhya pradesh & neighbourhood,1.5,,extended
2026-05-05,AIWS 20260505.docx,Trough,south chhattisgarh ; manipur ran from the cyclonic circulation over central parts of madhya pradesh to bihar,0.9,,persisted
2026-05-05,AIWS 20260505.docx,Trough,vidarbha ; comorin area ran from central parts of madhya pradesh to comorin area,1.5,,persisted
2026-05-05,AIWS 20260505.docx,Trough,along long. 89°e to the north of lat. 21°n,3.1,,
2026-05-05,AIWS 20260505.docx,Trough,the upper air cyclonic circulation over haryana & neighbourhood ; northeast arabian sea ran from haryana to southwest rajasthan,1.5,,became less marked
2026-05-05,AIWS 20260505.docx,CYCIR,central assam & neighbourhood,0.9,,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,interior odisha & neighbourhood,0.0,,became less marked
2026-05-06,AIWS 20260506.docx,WD,kashmir & neighbourhood seen as a trough in westerlies,7.6,,
2026-05-06,AIWS 20260506.docx,CYCIR,southwest rajasthan extended upto 1,1.5,,persisted
2026-05-06,AIWS 20260506.docx,CYCIR,east uttar pradesh,0.9,,lay over
2026-05-06,AIWS 20260506.docx,CYCIR,central assam & neighbourhood,0.9,,lay over
2026-05-06,AIWS 20260506.docx,CYCIR,north telangana & neighbourhood,1.5,,persisted
2026-05-06,AIWS 20260506.docx,CYCIR,gulf of mannar & neighbourhood,1.5,,lay over
2026-05-06,AIWS 20260506.docx,Trough,cyclonic circulation over central parts of south madhya pradesh ; gulf of mannar ran from north interior karnataka to gulf of mannar ; rayalaseema and tamil nadu,0.9,,
2026-05-06,AIWS 20260506.docx,Trough,the cyclonic circulation over central parts of south madhya pradesh ; bihar,0.0,,became less marked
2026-05-06,AIWS 20260506.docx,CYCIR,central parts of south madhya pradesh,0.0,,became less marked
2026-05-06,AIWS 20260506.docx,CYCIR,haryana & neighbourhood,0.0,,became less marked
2026-05-06,AIWS 20260506.docx,Trough,along long. 89°e to the north of lat. 21°n,3.1,,
2026-05-07,AIWS 20260507.docx,WD,,7.6,,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,northeast uttar pradesh & neighbourhood,4.5,,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,central assam & neighbourhood,1.5,,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,central parts of south madhya pradesh & neighbourhood,1.5,,lay over
2026-05-07,AIWS 20260507.docx,CYCIR,central pakistan & adjoining south punjab and extended upto 1,1.5,,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,southeast arabian sea and adjoining lakshadweep off south kerala coast,0.9,,persisted
2026-05-07,AIWS 20260507.docx,Trough,"southwest madhya pradesh ; southeast arabian sea and adjoining lakshadweep off south kerela ; madhya maharashtra, interior karnataka & kerala",0.9,,persisted
2026-05-07,AIWS 20260507.docx,Trough,central parts of south madhya pradesh ; jharkhand ; chhattisgarh,0.9,,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,north haryana & neighbourhood,1.5,,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,interior odisha and adjoining chhattisgarh,1.5,,persisted
2026-05-07,AIWS 20260507.docx,Trough,north interior karnataka ; gulf of mannar ; rayalaseema and tamil nadu,0.0,,became less marked
2026-05-07,AIWS 20260507.docx,CYCIR,north telangana & neighbourhood,0.0,,became less marked
2026-05-07,AIWS 20260507.docx,CYCIR,southwest rajasthan,0.0,,became less marked
2026-05-07,AIWS 20260507.docx,CYCIR,gulf of mannar & neighbourhood,0.0,,became less marked
2026-05-08,AIWS 20260508.docx,WD,northwest uttar pradesh and adjoining uttarakhand,7.6,,persisted
2026-05-08,AIWS 20260508.docx,CYCIR,central pakistan & adjoining punjab,1.5,,persisted
2026-05-08,AIWS 20260508.docx,Trough,"the upper air cyclonic circulation over central pakistan & adjoining punjab and rajasthan ; northwest bangladesh ; haryana, upper air cyclonic circulation over southwest uttar pradesh & neighbourhood, uttar pradesh, bihar, sub-himalayan west bengal & sikkim",1.5,,
2026-05-08,AIWS 20260508.docx,Trough,"cyclonic circulation over southeast arabian sea and adjoining lakshadweep off south kerala ; southwest madhya pradesh ran from comorin area to southwest madhya pradesh ; vidarbha, marathwada, interior karnataka, rayalaseema and tamil nadu",0.9,,
2026-05-08,AIWS 20260508.docx,CYCIR,southwest uttar pradesh & neighbourhood,0.9,,lay over
2026-05-08,AIWS 20260508.docx,Trough,central parts of south madhya pradesh ; jharkhand ran from the upper air cyclonic circulation over southwest uttar pradesh & neighbourhood to north interior odisha ; east madhya pradesh and chhattisgarh,0.9,,
2026-05-08,AIWS 20260508.docx,CYCIR,central assam & neighbourhood extending upto 1,1.5,,persisted
2026-05-08,AIWS 20260508.docx,CYCIR,south andaman sea & neighbourhood extended upto 1,1.5,,extended
2026-05-08,AIWS 20260508.docx,Trough,along long. 83°e to the north of lat. 18°n,7.6,,
2026-05-08,AIWS 20260508.docx,WD,,0.0,,
2026-05-08,AIWS 20260508.docx,CYCIR,southeast arabian sea,0.0,,became less marked
2026-05-08,AIWS 20260508.docx,CYCIR,north haryana & neighbourhood,0.0,,became less marked
2026-05-08,AIWS 20260508.docx,CYCIR,interior odisha,0.0,,became less marked
2026-05-08,AIWS 20260508.docx,CYCIR,east bihar,0.0,,became less marked
2026-05-08,AIWS 20260508.docx,CYCIR,central parts of south madhya pradesh & neighbourhood,0.0,,became less marked
2026-05-09,AIWS 20260509.docx,WD,northwest uttar pradesh and adjoining uttarakhand,5.8,,persisted
2026-05-09,AIWS 20260509.docx,CYCIR,central pakistan & adjoining punjab,0.9,,lay over
2026-05-09,AIWS 20260509.docx,Trough,"the upper air cyclonic circulation over central parts of rajasthan ; east bangladesh ; madhya pradesh, jharkhand, bihar, gangetic west bengal",1.5,,persisted
2026-05-09,AIWS 20260509.docx,Trough,"upper air cyclonic circulation over comorin area & neighbourhood ; southwest madhya pradesh ; lakshadweep, kerala, karnataka, interior maharashtra",0.9,,persisted
2026-05-09,AIWS 20260509.docx,CYCIR,southwest uttar pradesh & neighbourhood,1.5,,became less marked
2026-05-09,AIWS 20260509.docx,CYCIR,comorin area & neighbourhood and extended upto 1,1.5,,persisted
2026-05-09,AIWS 20260509.docx,CYCIR,southeast arabian sea & adjoining lakshadweep off kerala coast and extended upto 1,1.5,,extended
2026-05-09,AIWS 20260509.docx,CYCIR,east madhya pradesh & neighbourhood,1.5,,lay over
2026-05-09,AIWS 20260509.docx,Trough,the upper air cyclonic circulation over southwest uttar pradesh & neighbourhood ; north interior odisha ; east madhya pradesh and chhattisgarh,0.0,,became less marked
2026-05-09,AIWS 20260509.docx,CYCIR,central assam & neighbourhood,1.5,,became less marked
2026-05-09,AIWS 20260509.docx,Trough,along long. 83°e to the north of lat. 24°n,7.6,,became less marked
2026-05-09,AIWS 20260509.docx,WD,,0.0,,
2026-05-10,AIWS 20260510.docx,WD,,5.8,,
2026-05-10,AIWS 20260510.docx,CYCIR,sub-himalayan west bengal & neighbourhood between 1,5.8,,persisted
2026-05-10,AIWS 20260510.docx,CYCIR,east rajasthan,0.9,,lay over
2026-05-10,AIWS 20260510.docx,CYCIR,west uttar pradesh & neighbourhood,1.5,,lay over
2026-05-10,AIWS 20260510.docx,Trough,"the upper air cyclonic circulation over east rajasthan ; east jharkhand ran from the upper air cyclonic circulation over southeast rajasthan & neighbourhood to gangetic west bengal ; madhya pradesh, chhattisgarh & jharkhand",0.9,,
2026-05-10,AIWS 20260510.docx,CYCIR,northeast bangladesh & neighbourhood,1.5,,lay over
2026-05-10,AIWS 20260510.docx,Trough,"north pakistan and adjoining punjab ; marathwada ; upper air cyclonic circulation over southeast rajasthan & neighbourhood, madhya pradesh & madhya maharashtra",0.9,,
2026-05-10,AIWS 20260510.docx,Trough,"northeast bihar ; central parts of coastal andhra pradesh ; jharkhand, odisha & chhattisgarh",7.6,,
2026-05-10,AIWS 20260510.docx,Trough,southeast arabian sea & adjoining lakshadweep off kerala coast ; marathwada ran from north interior karnataka to the upper air cyclonic circulation over gulf of mannar and adjoining sri lanka kerala coast ; south interior karnataka and tamil nadu,0.9,,
2026-05-10,AIWS 20260510.docx,CYCIR,comorin area & neighbourhood,5.8,,persisted
2026-05-10,AIWS 20260510.docx,CYCIR,southeast arabian sea & adjoining lakshadweep off kerala coast,0.0,,became less marked
2026-05-10,AIWS 20260510.docx,CYCIR,east madhya pradesh & neighbourhood,0.0,,became less marked
2026-05-11,AIWS 20260511.docx,Trough,the centre of low pressure area over southwest bay of bengal off north sri lanka coast ; south lakshadweep area ; south tamil nadu between 1,4.5,,
2026-05-11,AIWS 20260511.docx,CYCIR,southeast arabian sea & lakshadweep adjoining kerala coast,0.9,,persisted
2026-05-11,AIWS 20260511.docx,Trough,the cyclonic circulation over southeast arabian sea & adjoining lakshadweep adjoining kerala coast ; marathwada ; coastal karnataka,0.9,,
2026-05-11,AIWS 20260511.docx,WD,,3.1,,
2026-05-11,AIWS 20260511.docx,CYCIR,west rajasthan & neighbourhood,1.5,,persisted
2026-05-11,AIWS 20260511.docx,CYCIR,west madhya pradesh,1.5,,extended
2026-05-11,AIWS 20260511.docx,Trough,"upper air cyclonic circulation over southwest madhya pradesh ; sub himalayan west bengal ; east madhya pradesh, chhattisgarh and jharkhand and extended upto 1",1.5,,extended
2026-05-11,AIWS 20260511.docx,CYCIR,sub-himalayan west bengal & neighbourhood between 1,3.1,,persisted
2026-05-11,AIWS 20260511.docx,Trough,east arunachal pradesh ; north bay of bengal ; assam between 5,5.8,,
2026-05-11,AIWS 20260511.docx,CYCIR,northeast bangladesh & neighbourhood,1.5,,extended
2026-05-11,AIWS 20260511.docx,Trough,"northeast bihar ; central parts of coastal andhra pradesh ; jharkhand, odisha & chhattisgarh",7.6,,became less marked
2026-05-11,AIWS 20260511.docx,Trough,"north pakistan and adjoining punjab ; marathwada ; upper air cyclonic circulation over southeast rajasthan & neighbourhood, madhya pradesh & madhya maharashtra",0.0,,became less marked
2026-05-12,AIWS 20260512.docx,Trough,"the centre of low pressure area over southwest bay of bengal off north sri lanka coast ; south lakshadweep area ran from the centre of low pressure area over southwest bay of bengal to marathwada ; north tamil nadu, rayalaseema, north interior karnataka",0.9,,
2026-05-12,AIWS 20260512.docx,WD,,3.1,,persisted
2026-05-12,AIWS 20260512.docx,CYCIR,west rajasthan & neighbourhood,0.9,,persisted
2026-05-12,AIWS 20260512.docx,CYCIR,southwest madhya pradesh & neighbourhood,1.5,,persisted
2026-05-12,AIWS 20260512.docx,Trough,"upper air cyclonic circulation over southwest madhya pradesh ; sub himalayan west bengal ran from upper air cyclonic circulation over southwest madhya pradesh to manipur ; east madhya pradesh, chhattisgarh, jharkhand & gangetic west bengal and extends upto 0",0.9,,
2026-05-12,AIWS 20260512.docx,Trough,east arunachal pradesh ; north bay of bengal ran roughly along long,0.0,,
2026-05-12,AIWS 20260512.docx,CYCIR,north central uttar pradesh & neighbourhood,1.5,,lay over
2026-05-12,AIWS 20260512.docx,CYCIR,south interior karnataka & neighbourhood,5.8,,lay over
2026-05-12,AIWS 20260512.docx,Trough,the cyclonic circulation over southeast arabian sea & adjoining lakshadweep adjoining kerala coast ; marathwada,0.0,,became less marked
2026-05-12,AIWS 20260512.docx,CYCIR,sub-himalayan west bengal & neighbourhood between 1,3.1,,became less marked
2026-05-12,AIWS 20260512.docx,CYCIR,south assam & neighbourhood,0.0,,became less marked
2026-05-12,AIWS 20260512.docx,CYCIR,southeast arabian sea & lakshadweep adjoining kerala coast,0.0,,became less marked
2026-05-13,AIWS 20260513.docx,WD,,3.1,,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,south haryana & neighbourhood,0.9,,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,northwest uttar pradesh & adjoining uttarakhand,0.9,,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,southwest madhya pradesh & neighbourhood,0.9,,persisted
2026-05-13,AIWS 20260513.docx,Trough,upper air cyclonic circulation over southwest madhya pradesh ; manipur trough ran from upper air cyclonic circulation over southwest madhya pradesh to north chhattisgarh,0.9,,persisted
2026-05-13,AIWS 20260513.docx,Trough,along long. 89°e to the north of lat. 22°n,3.1,,persisted
2026-05-13,AIWS 20260513.docx,Trough,"southwest madhya pradesh ; south interior karnataka ; madhya maharashtra, north interior karnataka upto 1",1.5,,
2026-05-13,AIWS 20260513.docx,Trough,the centre of low-pressure area over southwest bay of bengal ran from the centre of low-pressure area over southwest adjoining westcentral bay of bengal ; comorin area,0.0,,became less marked
2026-05-13,AIWS 20260513.docx,CYCIR,west rajasthan & neighbourhood,0.0,,became less marked
2026-05-13,AIWS 20260513.docx,Trough,east arunachal pradesh ; north bay of bengal ran roughly along long,0.0,,
2026-05-13,AIWS 20260513.docx,CYCIR,north central uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-15,AIWS 20260515.docx,WD,,5.8,,persisted
2026-05-15,AIWS 20260515.docx,WD,jammu adjoining north pakistan,5.8,,persisted
2026-05-15,AIWS 20260515.docx,CYCIR,southeast madhya pradesh to sub-himalayan west bengal & sikkim ran southeast rajasthan to sub-himalayan west bengal & sikkim,0.9,,persisted
2026-05-15,AIWS 20260515.docx,CYCIR,east uttar pradesh & neighbourhood,0.9,,merged
2026-05-15,AIWS 20260515.docx,Trough,the upper air cyclonic circulation over east madhya pradesh ; north interior karnataka ; vidarbha and marathwada,0.9,,
2026-05-15,AIWS 20260515.docx,Trough,"vidarbha ; well-marked low-pressure area over southwest & adjoining westcentral bay of bengal ; marathwada, north interior karnataka, rayalaseema and north tamil nadu",0.9,,became less marked
2026-05-15,AIWS 20260515.docx,CYCIR,north interior karnataka & neighbourhood,0.0,,became less marked
2026-05-15,AIWS 20260515.docx,CYCIR,west uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-15,AIWS 20260515.docx,CYCIR,east bangladesh & neighbourhood,0.0,,became less marked
2026-05-15,AIWS 20260515.docx,CYCIR,southeast madhya pradesh & neighbourhood,0.0,,became less marked
2026-05-16,AIWS 20260516.docx,CYCIR,north coastal tamil nadu & neighbourhood,0.9,,merged
2026-05-16,AIWS 20260516.docx,WD,,3.1,,persisted
2026-05-16,AIWS 20260516.docx,Trough,along long. 70°e to the north of lat. 33°n,5.8,,
2026-05-16,AIWS 20260516.docx,CYCIR,south rajasthan & neighbourhood,3.1,,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,east rajasthan & neighbourhood,0.9,,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,central uttar pradesh & neighbourhood and extended upto 1,1.5,,extended
2026-05-16,AIWS 20260516.docx,CYCIR,northwest uttar pradesh & adjoining uttarakhand,0.9,,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,east madhya pradesh & neighbourhood,0.9,,persisted
2026-05-16,AIWS 20260516.docx,Trough,the upper air cyclonic circulation over east madhya pradesh ; north interior karnataka ran from the upper air cyclonic circulation over northeast vidarbha & neighbourhood to coastal karnataka ; telangana and interior karnataka,0.9,,persisted
2026-05-17,AIWS 20260517.docx,CYCIR,south rajasthan & neighbourhood,3.1,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,northeast vidarbha & neighbourhood,0.9,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,east uttar pradesh,0.9,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,northeast bihar,0.9,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,central assam & neighbourhood,0.9,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,comorin area & neighbourhood,3.1,,lay over
2026-05-17,AIWS 20260517.docx,Trough,"the cyclonic circulation over west vidarbha & neighbourhood ; gulf of mannar ; marathwada, interior karnataka, and tamil nadu",0.9,,lay over
2026-05-17,AIWS 20260517.docx,WD,jammu & adjoining north pakistan became less marked,0.0,,became less marked
2026-05-17,AIWS 20260517.docx,Trough,along long. 92°e to the north of lat. 26°n moved away east-northeastwards,5.8,,
2026-05-17,AIWS 20260517.docx,CYCIR,east rajasthan & neighbourhood,0.9,,merged
2026-05-17,AIWS 20260517.docx,CYCIR,central uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-17,AIWS 20260517.docx,CYCIR,northwest uttar pradesh & adjoining uttarakhand,0.0,,became less marked
2026-05-18,AIWS 20260518.docx,WD,north iran & neighbourhood,7.6,,persisted
2026-05-18,AIWS 20260518.docx,CYCIR,south coastal,1.5,,became less marked
2026-05-18,AIWS 20260518.docx,CYCIR,central assam & neighbourhood became less marked,0.0,,became less marked
2026-05-19,AIWS 20260519.docx,WD,north iran & neighbourhood,5.8,,persisted
2026-05-19,AIWS 20260519.docx,Trough,along long. 72°e to the north of lat. 31°n,5.8,,
2026-05-19,AIWS 20260519.docx,CYCIR,northeast uttar pradesh & adjoining bihar,1.5,,extended
2026-05-19,AIWS 20260519.docx,Trough,the cyclonic circulation over northeast uttar pradesh & adjoining bihar ; south assam,0.9,,persisted
2026-05-19,AIWS 20260519.docx,Trough,"the west madhya pradesh ; lakshadweep area ran from the east uttar pradesh to lakshadweep area ; madhya maharashtra, marathwada, interior karnataka & kerala and extends upto 1",1.5,,
2026-05-19,AIWS 20260519.docx,CYCIR,south coastal,5.8,,persisted
2026-05-19,AIWS 20260519.docx,Trough,"southeast arabian sea adjoining south lakshadweep area ; the cyclonic circulation over south coastal andhra pradesh ; kerala, south interior karnataka and rayalaseema between 3",5.8,,persisted
2026-05-19,AIWS 20260519.docx,CYCIR,central assam,1.5,,lay over
2026-05-19,AIWS 20260519.docx,CYCIR,sub-himalayan west bengal & neighbourhood,0.0,,became less marked
2026-05-20,AIWS 20260520.docx,WD,north pakistan and adjoining jammu,3.1,,persisted
2026-05-20,AIWS 20260520.docx,WD,,5.8,,
2026-05-20,AIWS 20260520.docx,CYCIR,punjab & neighbourhood,1.5,,persisted
2026-05-20,AIWS 20260520.docx,CYCIR,east uttar pradesh & neighbourhood seen over central parts of north uttar pradesh,0.9,,
2026-05-20,AIWS 20260520.docx,Trough,the cyclonic circulation over east uttar pradesh & neighbourhood ran from central parts of north uttar pradesh ; north telangana ; east madhya pradesh and vidarbha 0,0.9,,
2026-05-20,AIWS 20260520.docx,CYCIR,west bihar & neighbourhood,0.9,,lay over
2026-05-20,AIWS 20260520.docx,CYCIR,east bangladesh & neighbourhood,0.9,,lay over
2026-05-20,AIWS 20260520.docx,CYCIR,gangetic west bengal & adjoining bangladesh,1.5,,lay over
2026-05-20,AIWS 20260520.docx,Trough,"southeast arabian sea ; the central bay of bengal ; lakshadweep, north kerala, south interior karnataka & andhra pradesh between 3",4.5,,
2026-05-20,AIWS 20260520.docx,CYCIR,central assam,0.0,,became less marked
2026-05-20,AIWS 20260520.docx,CYCIR,south coastal,0.0,,became less marked
2026-05-20,AIWS 20260520.docx,Trough,the cyclonic circulation over east uttar pradesh & neighbourhood ; manipur ; north gangetic west bengal and bangladesh,0.0,,became less marked
2026-05-20,AIWS 20260520.docx,Trough,"southeast arabian sea adjoining south lakshadweep area ; the cyclonic circulation over south coastal andhra pradesh ; kerala, south interior karnataka and rayalaseema",0.0,,became less marked
2026-05-21,AIWS 20260521.docx,WD,,5.8,,
2026-05-21,AIWS 20260521.docx,CYCIR,punjab & adjoining pakistan,0.9,,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,west bihar & neighbourhood,0.9,,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,east bangladesh & neighbourhood merged with the above east-west trough,0.0,,merged
2026-05-21,AIWS 20260521.docx,Trough,east uttar pradesh ; south coastal odisha ; jharkhand and north chhattisgarh and interior odisha,0.9,,
2026-05-21,AIWS 20260521.docx,Trough,along long. 89°e to the north of lat. 20°n,3.1,,
2026-05-21,AIWS 20260521.docx,CYCIR,gangetic west bengal & adjoining bangladesh,1.5,,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,south coastal odisha and neighbourhood,1.5,,lay over
2026-05-21,AIWS 20260521.docx,Trough,southeast arabian sea ; the central bay of bengal ran from central bay of bengal to tamil nadu ; southwest bay of bengal between 3,4.5,,
2026-05-21,AIWS 20260521.docx,CYCIR,north haryana & neighbourhood,1.5,,lay over
2026-05-21,AIWS 20260521.docx,WD,north pakistan and adjoining jammu became less marked,0.0,,became less marked
2026-05-21,AIWS 20260521.docx,CYCIR,central parts of north uttar pradesh,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,WD,,3.1,,
2026-05-22,AIWS 20260522.docx,Trough,along long. 71°e to the north of lat. 28°n,7.6,,
2026-05-22,AIWS 20260522.docx,CYCIR,north haryana & neighbourhood,1.5,,extended
2026-05-22,AIWS 20260522.docx,CYCIR,south coastal odisha,1.5,,extended
2026-05-22,AIWS 20260522.docx,CYCIR,central assam & neighbourhood,1.5,,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,southeast bay of bengal & neighbourhood,3.1,,lay over
2026-05-22,AIWS 20260522.docx,CYCIR,southeast arabian sea & neighbourhood,3.1,,lay over
2026-05-22,AIWS 20260522.docx,Trough,the upper air cyclonic circulation over southeast arabian sea ; comorin area ; kerala and south tamil nadu,3.1,,
2026-05-22,AIWS 20260522.docx,Trough,the upper air cyclonic circulation over northwest uttar pradesh ; the upper air cyclonic circulation over interior odisha ; east uttar pradesh and chhattisgarh extending upto 1,1.5,,
2026-05-22,AIWS 20260522.docx,Trough,east uttar pradesh ; south coastal odisha merged with the above trough,0.0,,merged
2026-05-22,AIWS 20260522.docx,CYCIR,eastcentral arabian sea & neighbourhood,1.5,,persisted
2026-05-22,AIWS 20260522.docx,CYCIR,punjab & neighbourhood,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,CYCIR,east uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,Trough,along long. 89°e to the north of lat. 20°n,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,Trough,central bay of bengal ; tamil nadu ; southwest bay of bengal,0.0,,became less marked
2026-05-22,AIWS 20260522.docx,CYCIR,north tamil nadu & neighbourhood,0.9,,became less marked
2026-05-22,AIWS 20260522.docx,CYCIR,coastal bangladesh,0.0,,became less marked
2026-05-23,AIWS 20260523.docx,WD,north pakistan & neighbourhood,3.1,,persisted
2026-05-23,AIWS 20260523.docx,Trough,"along long. 75°e to the north of lat. 25°n at 1730 hrs ist of yesterday, the 22nd may 2026",5.8,,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,central assam & neighbourhood,1.5,,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,southeast bay of bengal & neighbourhood,5.8,,lay over
2026-05-23,AIWS 20260523.docx,Trough,"the upper air cyclonic circulation over northwest uttar pradesh ; the upper air cyclonic circulation over interior odisha ran from the upper air cyclonic circulation over southwest bihar to north coastal andhra pradesh ; jharkhand, north chhattisgarh, and interior odisha",0.9,,persisted
2026-05-23,AIWS 20260523.docx,CYCIR,south bihar & neighbourhood,0.9,,persisted
2026-05-23,AIWS 20260523.docx,Trough,punjab ; southwest rajasthan,1.5,,
2026-05-23,AIWS 20260523.docx,Trough,along long. 90°e to the north of lat. 23°n,5.8,,
2026-05-23,AIWS 20260523.docx,CYCIR,southwest arabian sea between 3,5.8,,lay over
2026-05-23,AIWS 20260523.docx,CYCIR,eastcentral arabian sea & neighbourhood,0.0,,became less marked
